exercise_id,exercise_name,aliases,primary_muscle,secondary_muscles,muscle_group,equipment,category,movement_pattern,exercise_type,mechanics,force,difficulty,unilateral,bodyweight,default_sets,default_rep_range,tracking_type,parent_exercise,search_keywords,notes
ex-0666-sissy-squat,Sissy Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Bodyweight,Strength,Squat,Calisthenics,Compound,Push,Intermediate,false,true,3,5-12,reps,Squat,squat legs quads,
ex-0667-skater-squat,Skater Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Bodyweight,Bodyweight,Lunge,Calisthenics,Compound,Push,Advanced,true,true,3,8-12 each side,reps,Skater Squat,single leg unilateral lunge,
ex-0668-smith-machine-bulgarian-split-squat,Smith Machine Bulgarian Split Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Bulgarian Split Squat,single leg unilateral lunge,
ex-0669-smith-machine-curtsy-lunge,Smith Machine Curtsy Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Curtsy Lunge,single leg unilateral lunge,
ex-0670-smith-machine-forward-lunge,Smith Machine Forward Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Forward Lunge,single leg unilateral lunge,
ex-0671-smith-machine-lateral-lunge,Smith Machine Lateral Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Lateral Lunge,single leg unilateral lunge,
ex-0672-smith-machine-lateral-step-up,Smith Machine Lateral Step-Up,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Lateral Step-Up,single leg unilateral lunge,
ex-0673-smith-machine-reverse-lunge,Smith Machine Reverse Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Reverse Lunge,single leg unilateral lunge,
ex-0674-smith-machine-split-squat,Smith Machine Split Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Split Squat,single leg unilateral lunge,
ex-0675-smith-machine-squat,Smith Machine Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-12,reps,Squat,squat legs quads,
ex-0676-smith-machine-step-up,Smith Machine Step-Up,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Step-Up,single leg unilateral lunge,
ex-0677-smith-machine-walking-lunge,Smith Machine Walking Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Walking Lunge,single leg unilateral lunge,
ex-0678-split-squat,Split Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Bodyweight,Bodyweight,Lunge,Calisthenics,Compound,Push,Intermediate,true,true,3,8-12 each side,reps,Split Squat,single leg unilateral lunge,
ex-0679-step-up,Step-Up,,Quadriceps,Glutes|Hamstrings|Core,Legs,Bodyweight,Bodyweight,Lunge,Calisthenics,Compound,Push,Intermediate,true,true,3,8-12 each side,reps,Step-Up,single leg unilateral lunge,
ex-0680-tempo-anderson-squat,Tempo Anderson Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Anderson Squat,squat variation,
ex-0681-tempo-back-squat,Tempo Back Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Back Squat,squat variation,
ex-0682-tempo-box-squat,Tempo Box Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Box Squat,squat variation,
ex-0683-tempo-bulgarian-split-squat,Tempo Bulgarian Split Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Bodyweight,Bodyweight,Lunge,Calisthenics,Compound,Push,Advanced,true,true,3,5-10,reps,Bulgarian Split Squat,single leg unilateral lunge advanced variation,
ex-0684-tempo-front-squat,Tempo Front Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Front Squat,squat variation,
ex-0685-tempo-goblet-squat,Tempo Goblet Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Dumbbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Goblet Squat,squat variation,
ex-0686-tempo-high-bar-back-squat,Tempo High-Bar Back Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,High-Bar Back Squat,squat variation,
ex-0687-tempo-kettlebell-goblet-squat,Tempo Kettlebell Goblet Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Kettlebell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Kettlebell Goblet Squat,squat variation,
ex-0688-tempo-leg-press,Tempo Leg Press,,Quadriceps,Glutes|Hamstrings|Core,Legs,Machine,Strength,Squat,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Leg Press,squat legs quads advanced variation,
ex-0689-tempo-low-bar-back-squat,Tempo Low-Bar Back Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Low-Bar Back Squat,squat variation,
ex-0690-tempo-overhead-squat,Tempo Overhead Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Overhead Squat,squat variation,
ex-0691-tempo-safety-bar-squat,Tempo Safety Bar Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Safety Squat Bar,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Safety Bar Squat,squat variation,
ex-0692-tempo-smith-machine-squat,Tempo Smith Machine Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Smith Machine,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Smith Machine Squat,squat variation,
ex-0693-tempo-zercher-squat,Tempo Zercher Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-10,reps,Zercher Squat,squat variation,
ex-0694-walking-lunge,Walking Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Bodyweight,Bodyweight,Lunge,Calisthenics,Compound,Push,Intermediate,true,true,3,8-12 each side,reps,Walking Lunge,single leg unilateral lunge,
ex-0695-zercher-squat,Zercher Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-12,reps,Squat,squat legs quads,
ex-0696-barbell-seated-calf-raise,Barbell Seated Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Barbell,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Seated Calf Raise,calf lower leg,
ex-0697-barbell-standing-calf-raise,Barbell Standing Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Barbell,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Standing Calf Raise,calf lower leg,
ex-0698-barbell-tibialis-raise,Barbell Tibialis Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Barbell,Strength,Dorsiflexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Tibialis Raise,calf lower leg,
ex-0699-donkey-calf-raise,Donkey Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Bodyweight,Strength,Plantar Flexion,Calisthenics,Isolation,Push,Beginner,false,true,3,12-25,reps,Donkey Calf Raise,calf lower leg,
ex-0700-dumbbell-donkey-calf-raise,Dumbbell Donkey Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Dumbbells,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Donkey Calf Raise,calf lower leg,
ex-0701-dumbbell-seated-calf-raise,Dumbbell Seated Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Dumbbells,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Seated Calf Raise,calf lower leg,
ex-0702-dumbbell-standing-calf-raise,Dumbbell Standing Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Dumbbells,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Standing Calf Raise,calf lower leg,
ex-0703-dumbbell-tibialis-raise,Dumbbell Tibialis Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Dumbbells,Strength,Dorsiflexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Tibialis Raise,calf lower leg,
ex-0704-machine-donkey-calf-raise,Machine Donkey Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Donkey Calf Raise,calf lower leg,
ex-0705-machine-leg-press-calf-raise,Machine Leg Press Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Leg Press Calf Raise,calf lower leg,
ex-0706-machine-seated-calf-raise,Machine Seated Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Seated Calf Raise,calf lower leg,
ex-0707-machine-standing-calf-raise,Machine Standing Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Standing Calf Raise,calf lower leg,
ex-0708-machine-tibialis-raise,Machine Tibialis Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Machine,Strength,Dorsiflexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Tibialis Raise,calf lower leg,
ex-0709-seated-calf-raise,Seated Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Bodyweight,Strength,Plantar Flexion,Calisthenics,Isolation,Push,Beginner,false,true,3,12-25,reps,Seated Calf Raise,calf lower leg,
ex-0710-single-leg-barbell-seated-calf-raise,Single-Leg Barbell Seated Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Barbell,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Seated Calf Raise,single leg calf,
ex-0711-single-leg-barbell-standing-calf-raise,Single-Leg Barbell Standing Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Barbell,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Standing Calf Raise,single leg calf,
ex-0712-single-leg-barbell-tibialis-raise,Single-Leg Barbell Tibialis Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Barbell,Strength,Dorsiflexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Tibialis Raise,single leg calf,
ex-0713-single-leg-donkey-calf-raise,Single-Leg Donkey Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Bodyweight,Strength,Plantar Flexion,Calisthenics,Isolation,Push,Intermediate,true,true,3,12-25 each side,reps,Donkey Calf Raise,single leg calf,
ex-0714-single-leg-dumbbell-donkey-calf-raise,Single-Leg Dumbbell Donkey Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Dumbbells,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Donkey Calf Raise,single leg calf,
ex-0715-single-leg-dumbbell-seated-calf-raise,Single-Leg Dumbbell Seated Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Dumbbells,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Seated Calf Raise,single leg calf,
ex-0716-single-leg-dumbbell-standing-calf-raise,Single-Leg Dumbbell Standing Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Dumbbells,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Standing Calf Raise,single leg calf,
ex-0717-single-leg-dumbbell-tibialis-raise,Single-Leg Dumbbell Tibialis Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Dumbbells,Strength,Dorsiflexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Tibialis Raise,single leg calf,
ex-0718-single-leg-machine-donkey-calf-raise,Single-Leg Machine Donkey Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Donkey Calf Raise,single leg calf,
ex-0719-single-leg-machine-leg-press-calf-raise,Single-Leg Machine Leg Press Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Leg Press Calf Raise,single leg calf,
ex-0720-single-leg-machine-seated-calf-raise,Single-Leg Machine Seated Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Seated Calf Raise,single leg calf,
ex-0721-single-leg-machine-standing-calf-raise,Single-Leg Machine Standing Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Standing Calf Raise,single leg calf,
ex-0722-single-leg-machine-tibialis-raise,Single-Leg Machine Tibialis Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Machine,Strength,Dorsiflexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Tibialis Raise,single leg calf,
ex-0723-single-leg-seated-calf-raise,Single-Leg Seated Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Bodyweight,Strength,Plantar Flexion,Calisthenics,Isolation,Push,Intermediate,true,true,3,12-25 each side,reps,Seated Calf Raise,single leg calf,
ex-0724-single-leg-smith-machine-seated-calf-raise,Single-Leg Smith Machine Seated Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Smith Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Seated Calf Raise,single leg calf,
ex-0725-single-leg-smith-machine-standing-calf-raise,Single-Leg Smith Machine Standing Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Smith Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Standing Calf Raise,single leg calf,
ex-0726-single-leg-smith-machine-tibialis-raise,Single-Leg Smith Machine Tibialis Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Smith Machine,Strength,Dorsiflexion,Resistance,Isolation,Push,Intermediate,true,false,3,12-25 each side,reps,Tibialis Raise,single leg calf,
ex-0727-single-leg-standing-calf-raise,Single-Leg Standing Calf Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Bodyweight,Strength,Plantar Flexion,Calisthenics,Isolation,Push,Intermediate,true,true,3,12-25 each side,reps,Standing Calf Raise,single leg calf,
ex-0728-single-leg-tibialis-raise,Single-Leg Tibialis Raise,,Calves,Soleus|Gastrocnemius|Balance,Lower Legs,Bodyweight,Strength,Dorsiflexion,Calisthenics,Isolation,Push,Intermediate,true,true,3,12-25 each side,reps,Tibialis Raise,single leg calf,
ex-0729-smith-machine-seated-calf-raise,Smith Machine Seated Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Smith Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Seated Calf Raise,calf lower leg,
ex-0730-smith-machine-standing-calf-raise,Smith Machine Standing Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Smith Machine,Strength,Plantar Flexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Standing Calf Raise,calf lower leg,
ex-0731-smith-machine-tibialis-raise,Smith Machine Tibialis Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Smith Machine,Strength,Dorsiflexion,Resistance,Isolation,Push,Beginner,false,false,3,12-25,reps,Tibialis Raise,calf lower leg,
ex-0732-standing-calf-raise,Standing Calf Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Bodyweight,Strength,Plantar Flexion,Calisthenics,Isolation,Push,Beginner,false,true,3,12-25,reps,Standing Calf Raise,calf lower leg,
ex-0733-tibialis-raise,Tibialis Raise,,Calves,Soleus|Gastrocnemius,Lower Legs,Bodyweight,Strength,Dorsiflexion,Calisthenics,Isolation,Push,Beginner,false,true,3,12-25,reps,Tibialis Raise,calf lower leg,
ex-0734-90-90-hip-stretch,90/90 Hip Stretch,,Hips,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0735-adductor-rock-back,Adductor Rock Back,,Adductors,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0736-ankle-dorsiflexion-mobilization,Ankle Dorsiflexion Mobilization,,Ankles,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0737-calf-wall-stretch,Calf Wall Stretch,,Calves,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0738-cat-cow,Cat-Cow,,Spine,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0739-child-s-pose,Child's Pose,,Back,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0740-cobra-stretch,Cobra Stretch,,Abdominals,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0741-couch-stretch,Couch Stretch,,Hip Flexors,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0742-deep-squat-hold,Deep Squat Hold,,Hips,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0743-doorway-pec-stretch,Doorway Pec Stretch,,Chest,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0744-downward-dog,Downward Dog,,Full Body,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0745-figure-four-stretch,Figure Four Stretch,,Glutes,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0746-frog-stretch,Frog Stretch,,Adductors,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0747-hamstring-stretch,Hamstring Stretch,,Hamstrings,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0748-hip-flexor-stretch,Hip Flexor Stretch,,Hip Flexors,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0749-iron-cross-stretch,Iron Cross Stretch,,Spine,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0750-jefferson-curl,Jefferson Curl,,Hamstrings,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0751-lat-stretch,Lat Stretch,,Latissimus Dorsi,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0752-neck-side-stretch,Neck Side Stretch,,Neck,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0753-open-book-stretch,Open Book Stretch,,Thoracic Spine,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0754-pigeon-pose,Pigeon Pose,,Glutes,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0755-scorpion-stretch,Scorpion Stretch,,Spine,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0756-shoulder-dislocate,Shoulder Dislocate,,Shoulders,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0757-sleeper-stretch,Sleeper Stretch,,Shoulders,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0758-standing-quad-stretch,Standing Quad Stretch,,Quadriceps,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0759-thoracic-rotation,Thoracic Rotation,,Thoracic Spine,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0760-wall-slide,Wall Slide,,Shoulders,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0761-world-s-greatest-stretch,World's Greatest Stretch,,Full Body,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0762-wrist-extensor-stretch,Wrist Extensor Stretch,,Forearms,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0763-wrist-flexor-stretch,Wrist Flexor Stretch,,Forearms,,Mobility,Bodyweight,Mobility,Mobility,Mobility,Mobility,Static,Beginner,false,true,2,30-60 sec,time,Mobility Drill,stretch mobility warmup recovery,
ex-0764-1-5-rep-conventional-deadlift,1.5-Rep Conventional Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Conventional Deadlift,hinge deadlift posterior chain advanced variation,
ex-0765-1-5-rep-romanian-deadlift,1.5-Rep Romanian Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Romanian Deadlift,hinge deadlift posterior chain advanced variation,
ex-0766-block-pull,Block Pull,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Intermediate,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0767-cable-pull-through,Cable Pull-Through,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Cable,Strength,Hinge,Resistance,Compound,Pull,Intermediate,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0768-conventional-deadlift,Conventional Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Intermediate,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0769-deficit-deadlift,Deficit Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Advanced,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0770-dumbbell-romanian-deadlift,Dumbbell Romanian Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Dumbbells,Strength,Hinge,Resistance,Compound,Pull,Intermediate,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0771-eccentric-conventional-deadlift,Eccentric Conventional Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Conventional Deadlift,hinge deadlift posterior chain advanced variation,
ex-0772-eccentric-romanian-deadlift,Eccentric Romanian Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Romanian Deadlift,hinge deadlift posterior chain advanced variation,
ex-0773-good-morning,Good Morning,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Advanced,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0774-kettlebell-romanian-deadlift,Kettlebell Romanian Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Kettlebell,Strength,Hinge,Resistance,Compound,Pull,Intermediate,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0775-kettlebell-swing,Kettlebell Swing,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Kettlebell,Strength,Hinge,Resistance,Compound,Pull,Intermediate,false,false,3,5-12,reps,Hip Hinge,hinge deadlift posterior chain,
ex-0776-paused-conventional-deadlift,Paused Conventional Deadlift,,Hamstrings,Glutes|Lower Back|Upper Back,Posterior Chain,Barbell,Strength,Hinge,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Conventional Deadlift,hinge deadlift posterior chain advanced variation,
